Japanese|Romaji|Russian|Utility|Type
会話|kaiwa|разговор; |1|
会話 する|kaiwa suru|разговаривать; беседовать|1|
買う|kau|покупать; приобретать; вызывать (чьи  л. чувства), навлекать  [на себя]; разг. ценить; признавать; быть высокого мнения|1|
返す|kaesu|возвращать; отдавать обратно; отплачивать; отвечать; перевертывать; отпускать  [домой]|1|
換える|kaeru|обменивать; конвертировать|1|
帰る|kaeru|уходить  [домой]; возвращаться  [домой]|1|
替える|kaeru|менять; заменять; обменивать; конвертировать|1|
代える|kaeru|менять (одно на другое), заменять|1|
変える|kaeru|менять; изменять; переменять; пересматривать; делать ревизию|1|
返る|kaeru|возвращаться  к чему  л.; быть отданным обратно|1|
