Japanese|Romaji|Russian|Utility|Type
外 に (わ)|hoka ni (wa)|кроме|2|
外|hoka|другое место|2|
外 に (で)|hoka ni (de)|в  другом месте|2|
外 から|hoka kara|извне|2|
外れる|hazureru|соскакивать; соскальзывать; отстегиваться; открепляться; не попадать; не удаваться; противоречить  чему  л.|2|
外れ|hazure|край; оконечность; окраина; неудача; провал|2|
外れ の ある|hazure no aru|безошибочный|2|
外す|hazusu|отцеплять; разъединять; распускать; снимать; упускать; уклоняться  от чего  л.|2|
角|KAKU|угол; квадрат; балка; брус; слон (в японских шахматах сеги)|2|
角|kado|[внешний]  угол; угловатость; резкость (в обращении)|2|
角|tsuno|рог; рога; усики (у насекомого)|2|
角|sumi|[внутренний]  угол|2|
角ぐむ|tsunogumu|пускать ростки|2|
楽 な|RAKU na|приятный; легкий|2|
楽 に|RAKU ni|легко; привольно; удобно|2|
楽しい|tanoshii|радостный; веселый; приятный|2|
楽しげ な|tanoshige na|радостный; веселый; приятный|2|
楽しむ|tanoshimu|находить удовольствие  в чем  л.; наслаждаться  чем  л.; развлекаться; предвкушать|2|
楽しみ|tanoshimi|удовольствие; развлечение; предвкушение|2|
楽しみ の ない|tanoshimi no nai|безрадостный|2|
楽しみ と する|tanoshimi to suru|находить  удовольствие  в чем  л.|2|
楽しみ に|tanoshimi ni|в  предвкушении  чего  л.|2|
楽々|RAKURAKU|с удобством; удобно; с величайшей легкостью|2|
楽ちん で|rakuchin de|просторечное:  весело; с удовольствием|2|
活|KATSU|приведение в чувство; оживление|2|
活きる|ikiru|жить; быть живым|2|
活かす|ikasu|оживлять; оставлять в живых; использовать наилучшим образом|2|
活ける|ikeru|расставлять цветы; делать икэбану; держать живым; опред. живой|2|
間|aida|промежуток; интервал; расстояние; период времени; взаимоотношения|2|
