Japanese|Romaji|English|Utility|Type
牛|GYUU|beef|2|
魚|sakana|fish|2|
魚|uo|fish|2|
京|KYOU|capital; metropolis|2|
京|KEI|capital; metropolis; ten quadrillion; 10   cho (10      000)|2|
強い|tsuyoi|strong; powerful; intense; hard; robust|2|
強まる|tsuyomaru|get strong; gain strength|2|
強める|tsuyomeru|strengthen; intensify; emphasize|2|
強がる|tsuyogaru|pretend to be strong|2|
強いる|shiiru|force; compel; press|2|
強いて|shiite|by force; against one's will|2|
強か|shitataka|heartily; severely; much|2|
強|KYOU|strength; the strong in idioms:|2|
強い|kowai|hard; stiff; tough|2|
強ち|anagachi|necessarily|2|
教える|oshieru|teach; educate; inform; tell; show|2|
教え|oshie|[religious]  teaching; doctrine; teaching; instruction|2|
教わる|osowaru|learn; be taught|2|
近い|chikai|near; close|2|
近く に|chikaku ni|near; in the neighborhood|2|
近く の|chikaku no|nearby; neighboring|2|
近く|chikaku|shortly; soon; nearly; approximately|2|
近く なる|chikaku naru|draw near|2|
近々 に|chikadika ni|shortly; before long; soon|2|
近々 に|KINKIN ni|shortly; before long; soon|2|
近しい|chikashii|intimate; friendly|2|
兄|ani|elder brother|2|
兄さん|niisan|elder brother|2|
お兄さん|oniisan|elder brother|2|
兄|KEI|elder brother in idioms:; obsolete:  you|2|
兄|e|arch:  ldr brothr; ldr sistr|2|
形|kata|shape; form; style; make; pattern; design; size; format; pledge; security|2|
形|katachi|form; shape; appearance; figure|2|
形|nari|form; shape; figure; stature; size; appearance; dress|2|
計る|hakaru|measure; gauge; weigh; calculate; compute; estimate; guess; surmise; plan; design; contrive|2|
計らう|hakarau|manage; arrange; dispose; talk over; discuss|2|
計らい|hakarai|arrangement; disposition; good offices|2|
計|KEI|plan; scheme|2|
元|moto|origin; source; genesis; base; raw material; capital; principal; prime cost|2|
元 の|moto no|former; ex|2|
元 わ|moto wa|originally|2|
元々|motomoto|from the start; originally; by nature; naturally|2|
元|GEN|Yuan dynasty (China; 1280-1368); yuan (Chinese monetary unit)|2|
原|hara|field; plain; prairie; surname|2|
原|moto|origin; source; base|2|
原っぱ|harappa|inf. empty lot|2|
言う|iu|say; tell|2|
言う と|iu to|be called  smth., have a name|2|
言わば|iwaba|so to speak; in a sense|2|
言えば|ieba|... speaking (in a certain way; about smth.etc.)|2|
言|koto|obsolete:  word|2|
言|GEN|lit:  word; words|2|
古い|furui|old; aged; ancient|2|
古く わ|furuku wa|anciently; formerly|2|
古く から|furuku kara|since old times|2|
古びる|furubiru|grow old; wear out|2|
古めかしい|furumekashii|looking old|2|
お古う|ofuru|used (secondhand) article|2|
古|inishie|lit:  ancient times; antiquity|2|
戸|to|sliding door; shutter|2|
午|uma|the Horse (7 th sign of Chinese Zodiac); arch:  south; arch:  am  pm|2|
後ろ|ushiro|behind; back; rear|2|
後|ato|back; rear; after; later; next; following; remainder; rest; consequences; effect; future; descendant; successor; some time before; previous|2|
その後|SONOGO|after that|2|
後|nochi|later; afterwards; after one's death|2|
後れる|okureru|be late; be delayed; lag behind|2|
後れ|okure|backwardness; lag; failure; defeat; shyness|2|
後らす|okurasu|retard; delay; defer|2|
後めたい|ushirometai|anxious; ashamed|2|
後々|nochinochi|[distant]  future|2|
後々|atoato|[distant]  future|2|
語|GO|word; speech; language|2|
語る|kataru|tell; talk; speak|2|
語らう|katarau|talk; converse; chat; plot together; conspire; pledge one's troth|2|
語らい|katarai|talk; chat; lover's vow|2|
交わす|kawasu|exchange (messages etc.)|2|
交わる|majiwaru|associate with; keep company with; cross; intersect|2|
交わり|majiwari|relations; acquaintance|2|
交える|majieru|exchange (words etc.); cross (swords etc.); mix; blend|2|
交ぜる|mazeru|mix; blend; mingle; shuffle; include|2|
交ざる|mazaru|be mixed; be mingled; intermingle|2|
交じる|majiru|be mixed; be mingled; intermingle|2|
交々|komogomo|alternately; in succession|2|
交|KOU|turning point (of two eras etc.)|2|
交|kau|turning point (of two eras etc.)|2|
光る|hikaru|shine; glow; glitter; sparkle|2|
光|hikari|light; flash; sparkle; beam; figurative:  glory; honor; influence|2|
公 の|ooyake no|public; open; official; governmental|2|
公 の|KOU no|public; open; official; governmental|2|
公 に する|ooyake ni suru|publish; announce officially|2|
公 に する|KOU ni suru|publish; announce officially|2|
公|kimi|obsolete:  sovereign; emperor|2|
工|takumi|> obsolete:; artisan; craftsman; carpenter|2|
工む|takumu|plan; contrive|2|
広い|hiroi|wide; broad; extensive; vast; spacious|2|
広やか|hiroyaka|wide; broad; extensive; vast; spacious|2|
広やか|hiroyakana|wide; broad; extensive; vast; spacious|2|
広がる|hirogaru|widen; extend; spread out; spread; reach to|2|
広げる|hirogeru|widen; expand; spread; unfold; unroll; open|2|
広まる|hiromaru|spread; be propagated; become popular; prevail|2|
広める|hiromeru|widen; broaden; extend; spread; propagate; disseminate; diffuse; make widely known|2|
広々 と した|hirobiro to shita|extensive; spacious|2|
考える|kangaeru|think; consider; suppose; imagine; invent; intend|2|
考え|kangae|thought; idea; opinion; intention|2|
行く|yuku|go; walk; leave; go away; flow; pass|2|
行く|iku|go; walk; leave; go away; flow; pass; after a verb in ' te'  form indicates  continuation of an action or  change in progress; slang  come; have an orgasm|2|
行う|okonau|do; perform; carry out|2|
行い|okonai|action; deed; behavior|2|
行|KOU|party; suite in idioms:|2|
行|GYOU|line of characters (usu. vertical); religious austerities|2|
行|kudari|lit:  vertical line of characters|2|
行きずり|yukizuri|casual; passing|2|
行きずり|yukizurino|casual; passing|2|
行きっきり|yukikkiri|for long time; forever (gone)|2|
行きっきり|yukikkirini|for long time; forever (gone)|2|
行かす|ikasu|informal: [be]  great (smart; stylish; cool)|2|
高い|takai|high; tall; expensive; loud|2|
高|taka|amount; sum; quantity; rise (in price)|2|
高が|takaga|at most; at best; only|2|
高まる|takamaru|rise; be raised; increase|2|
高める|takameru|raise; lift; elevate; improve|2|
高ぶる|takaburu|be proud; be arrogant|2|
高み|takami|height; elevated place|2|
高らか|takaraka|loudly; aloud|2|
高らか|takarakani|loudly; aloud|2|
高々|takadaka|at most; at best; no more than...|2|
高々 と|takadaka to|very high; aloft; loudly; in a loud voice|2|
高じる|KOUJIRU|grow worse; become aggravated|2|
合う|au|fit; suit; coincide; harmonize; be correct; be profitable|2|
合わせる|awaseru|join; combine; unite; make fit; adjust; collate; strike (a fish)|2|
合わす|awasu|join; combine; unite; make fit; adjust; collate; strike (a fish)|2|
合わせて|awasete|in total|2|
合わせ|awase|striking (a fish)|2|
合|GOU|unit of square measure (0.33  sq. m; 1/10  of a tsubo); unit of capacity (180  ml; 1/10  of a sho); /10  of the height of a mountain; counter for lidded utensils; counter for crossings of swords; astr. conjunction|2|
国|kuni|country; state; nation; land; homeland; native country; obsolete:  province (in Japan)|2|
国々|kuniguni|countries; nations|2|
黒|kuro|black; blackness|2|
黒い|kuroi|black; dark|2|
黒ずんだ|kurozunda|blackish; swarthy|2|
黒ずんだ|kurozumu|blackish; swarthy|2|
黒っぽい|kuroppoi|blackish; dark|2|
黒める|kuromeru|make black|2|
黒まる|kuromaru|become black|2|
黒ばむ|kurobamu|become black|2|
黒 たる|kuroguro taru|deep black|2|
今|ima|now|2|
今 の|ima no|current; present|2|
今 に|ima ni|before long; even now; still|2|
今 に も|ima ni mo|at any moment; at any minute|2|
今 から|ima kara|from now on|2|
今 まで|ima made|until now; so far|2|
今 で も|ima de mo|even now|2|
今や|imaya|now|2|
今めかしい|imamekashii|fashionable|2|
今めく|imameku|try to be fashionable|2|
今し|imashi|just now; a moment ago|2|
才|SAI|talent; gift; ability; mind; wit|2|
細い|hosoi|thin; slender; narrow|2|
細る|hosoru|get thin; get narrow; taper off|2|
細める|hosomeru|make narrow|2|
細かい|komakai|fine; small; minute; detailed; elaborate; stingy|2|
細か|komaka|fine; small; minute; detailed; elaborate; stingy|2|
細か|komakana|fine; small; minute; detailed; elaborate; stingy|2|
細い|komai|fine; small; minute; detailed; elaborate; stingy|2|
細かしい|komakashii|tiny|2|
細やか|komayaka|small; tiny; detailed; deep (color); warm (feeling)|2|
細やか|sasayaka|small; modest|2|
細やか|sasayakana|small; modest|2|
細々 と|komagoma to|minutely; in great detail|2|
細々 と した|komagoma to shita|sundry; miscellaneous|2|
細々 と した|hosoboso to shita|slender; slim; delicate|2|
細々 と|hosoboso to|(live) poorly; scantily|2|
か細い|kabosoi|thin; skinny; scrawny; feeble|2|
作る|tsukuru|make; create; manufacture; cultivate; grow; cook; prepare food; found; establish; organize; make up; apply cosmetics; trim; foster; cultivate (good habits etc.); invent; fabricate|2|
お作り|otsukuri|make  up; sashimi (sliced raw fish)|2|
作|SAKU|work of art; farming; cultivation in idioms:; harvest; crop|2|
算|SAN|calculation; counting; plan; abacus; divining sticks; probability|2|
算する|SANSURU|amount to; be as much as|2|
算なし|SANNASHI|countless|2|
姉|ane|older sister|2|
姉さん|neesan|older sister; informal:  young lady; girl|2|
お姉さん|oneesan|older sister; informal:  young lady; girl|2|
市|SHI|city|2|
市|ichi|market; fair|2|
思う|omou|think; suppose; believe; wish; feel like; expect; intend; imagine; love; care for|2|
思い|omoi|thought; idea; feelings; desire|2|
思わず|omowazu|unintentionally; unconsciously|2|
思わぬ|omowanu|unexpected|2|
思わぬ|omowan|unexpected|2|
思わしい|omowashii|desirable; satisfactory|2|
思わせる|omowaseru|give the impression that|2|
思われる|omowareru|seem; appear|2|
思えらく|omoeraku|it seems to me that|2|
止む|yamu|stop; come to an end; die away|2|
止める|yameru|stop; put to an end; give up; leave off|2|
止す|yosu|stop; drop; give up; cut off|2|
止まる|tomaru|come to a stop; halt; be interrupted; be suspended|2|
止まり|tomari|stop; stoppage; end; terminal point|2|
止める|tomeru|stop; bring to a standstill; turn off (gas; radio etc.); dissuade; remonstrate|2|
止まる|todomaru|halt; come to stop; be limited to|2|
止める|todomeru|stop; cease; arrest; confine oneself to|2|
止め|todome|lit:  finishing blow|2|
止めに なる|yameni naru|stop; be discontinued|2|
紙|kami|paper|2|
寺|tera|Buddhist temple|2|
時|toki|time; when; in case of...|2|
時々|tokidoki|sometimes; occasionally|2|
時々 の|tokidoki no|occasional; casual|2|
時には|tokiniha|at times; once in a while|2|
時には|tokiniwa|at times; once in a while|2|
時めく|tokimeku|prosper; flourish|2|
自ら|mizukara|oneself; personally|2|
自ら の|mizukara no|one's own|2|
自ずから|onozukara|naturally; spontaneously|2|
自ずと|onozuto|naturally; spontaneously|2|
室|SHITSU|room; chamber; obs. wife|2|
室|muro|greenhouse; hothouse; cellar|2|
社|yashiro|Shinto shrine|2|
社|SHA|shrine; company; firm|2|
弱い|yowai|weak|2|
弱る|yowaru|weaken; wane; be perplexed; be in a fix|2|
弱まる|yowamaru|weaken; abate; wane|2|
弱める|yowameru|weaken; attenuate|2|
弱々しい|yowayowashii|frail; weak  looking|2|
か弱い|kayowai|frail; feeble|2|
ひ弱い|hiyowai|weak; delicate; sickly|2|
弱|JAKU|bound  weakness; the weak|2|
首|kubi|neck; head; narrow part|2|
首 に する|kubi ni suru|dismiss; fire; sack|2|
首 に なる|kubi ni naru|be fired; be dismissed|2|
秋|aki|autumn; fall|2|
秋 の|aki no|autumnal|2|
秋|toki|lit:  critical moment|2|
週|SHUU|week|2|
春|haru|spring; springtime; figurative:  love; eros|2|
春 の|haru no|spring; vernal|2|
書く|kaku|write; draw  [lines]; paint|2|
少ない|sukunai|few; little; insufficient|2|
少し|sukoshi|a little; a few; a bit; somewhat|2|
少々|SHOUSHOU|a little; a few; a bit; somewhat|2|
少なくも|sukunakumo|at least|2|
少なくとも|sukunakutomo|at least|2|
少なからぬ|sukunakaranu|not a little; considerably|2|
少しずつ|sukoshizutsu|little by little|2|
場|ba|place; space; situation; moment; theater  scene; phys. field; market; exchange|2|
色|iro|color; hue; tint; shade; facial expression; look; sensuality; sexual passion; kind; sort; type|2|
色づく|iroduku|acquire a color|2|
色づく|irozuku|acquire a color|2|
色めく|iromeku|acquire a color; liven; grow agitated; begin to waver (in a battle)|2|
色っぽい|iroppoi|sexy; seductive|2|
色めかしい|iromekashii|sexy; seductive|2|
色々|iroiro|various kinds of|2|
色んな|ironna|various kinds of|2|
食|SHOKU|food; meal; eating|2|
食べる|taberu|eat; have a meal; live on; subsist on|2|
食う|kuu|colloquial:; eat; have a meal; live on; subsist on|2|
食らう|kurau|vulg.colloquial:; eat; have a meal; live on; subsist on|2|
食らわす|kurawasu|feed; give (a punch)|2|
食む|hamu|eat; feed on; graze; hist. receive (an allowance)|2|
心|kokoro|heart; soul; mind; feelings|2|
心 から|kokoro kara|sincerely; from one's heart|2|
心|SHIN|heart; soul; core; center|2|
心する|kokorosuru|mind; take care|2|
心ならずも|kokoronarazumo|unwillingly; reluctantly|2|
新しい|atarashii|new|2|
新しく|atarashiku|newly; anew|2|
新しがる|atarashigaru|hunt after novelty|2|
新た な|arata na|new|2|
新た に|arata ni|newly; afresh; again|2|
新|ara|new; newly  made|2|
新|SHIN|newness; novelty in idioms:; Gregorian Calendar|2|
親|oya|parents; father  [and mother]; figurative:  creator of  smth.; card dealer; banker|2|
親|SHIN|relatives|2|
親しい|shitashii|intimate; close; friendly|2|
親しく|shitashiku|intimately; personally|2|
親しむ|shitashimu|be intimate with  smb.|2|
親しみ|shitashimi|intimacy|2|
図|ZU|drawing; plan; map; diagram; chart; figure|2|
図る|hakaru|strive for  smth., promote; seek; plan; contrive|2|
図らずも|hakarazumo|unexpectedly; unintentionally|2|
図らざる|hakarazaru|lit:  unexpected|2|
図々しい|zuuzuushii|impudent; cheeky|2|
数|SUU|number; fate; outcome; law (of nature etc.)|2|
数|kazu|number|2|
数える|kazoeru|count; reckon; calculate; enumerate|2|
お数|okazu|accompanying dish|2|
数|kazuno ko|herring roe|2|
数ならぬ|kazunaranu|insignificant; humble|2|
数々|kazukazu|numerous|2|
数|shibashiba|often; frequently|2|
星|hoshi|star; spot; dot; fleck; mark; asterisk; pip; bull's eye; point; score; police slang  criminal|2|
晴れる|hareru|clear up; become fine; stop raining; be dispelled (as of doubts etc.)|2|
晴らす|harasu|dispel (doubts; gloom etc.)|2|
晴れ|hare|fine weather; clear sky|2|
晴れ の|hare no|formal; public; grand|2|
晴れて|harete|openly; publicly|2|
晴れやか|hareyaka|bright; beaming; cheerful|2|
晴れやか|hareyakana|bright; beaming; cheerful|2|
晴れがましい|haregamashii|gala; grand; ostentatious; conspicuous; making awkward|2|
晴々しい|harebareshii|clear; cloudless; cheerful|2|
