Japanese|Romaji|English|Utility|Type
堅い|katai|hard; tough; tight; stiff; firm; strong; steady; sound; reliable; trustworthy; serious; solid; stubborn; obstinate|1|
固い|katai|hard; solid; stiff; tight; stubborn; obstinate|1|
片仮名|katakana|katakana (syllabary used for writing foreign words)|1|
形|katachi|form; shape; appearance; figure|1|
固まる|katamaru|become firm; become stiff; solidify; congeal; get together|1|
片道|katamichi|one way; |1|
片道 の|katamichi no|one  way; single (ticket)|1|
傾く|katamuku|incline; lean; tilt; tend to; be disposed to; decline; sink|1|
固める|katameru|harden; solidify; tighten; tamp; strengthen; fortify|1|
片付ける|katadukeru|tidy up; put in order; put away; remove; work off; dispose of  smth.; put an end to  smth.; give (one's daughter) in marriage; kill; do away with  smb.|1|
価値|kachi|value; worth; merit; *=45 valuable; worthy|1|
勝つ|katsu|win; gain a victory; defeat; surpass|1|
楽器|gakki|musical instrument|1|
学校|gakkou|school|1|
勝手|katte|kitchen; circumstances; conditions; one's own convenience; one's own pleasure; one's way; selfishness; |1|
勝手 な|katte na|selfish; wilful; |1|
勝手 に|katte ni|as one pleases; at one's own discretion; |1|
勝手 に する|katte ni suru|do as one pleases|1|
活動|katsudou|activity; actions; operations; obs. movie|1|
活動 する|katsudou suru|be active; play an active part in  smth.|1|
家庭|katei|home; family; household; |1|
家庭 の|katei no|,*=32 domestic; home|1|
角|kado|corner; edge; angle; angularity; harshness|1|
仮名|kana|Japanese syllabary (hiragana and katakana) 113441_|1|
悲しい|kanashii|sad; pathetic; sorrowful|1|
必ず|kanarazu|surely; certainly; necessarily; without fail|1|
金|kane|money; metal|1|
金持ち|kanemochi|rich man|1|
可能 な|kanou na|possible; |1|
可能 に する|kanou ni suru|make  smth. possible|1|
彼女|kanojo|pronoun  she; one's girlfriend|1|
彼女 の|kanojo no|her|1|
カバア|kabaa|cover; wrapper; jacket; |1|
カバア する|kabaa suru|cover  [up]|1|
花瓶|kabin|[flower]  vase|1|
被る|kaburu|put on the head; cover the head; be covered with (water; dust etc.); take (the blame); photo  be fogged|1|
壁|kabe|wall; partition; barrier|1|
構わない|kamawanai|no matter|1|
我慢|gaman|patience; endurance; |1|
我慢 する|gaman suru|endure; bear; stand; make do with  smth.; restrain  [oneself]|1|
紙|kami;$|paper|1|
神|kami;$|Shinto deity; kami; god (in the broad sense)|1|
髪|kami;$|hair (of the head)|1|
雷|kaminari;rai|thunder|1|
カメラ|kamera|camera|1|
かも知れない|kamoshirenai|maybe; perhaps|1|
通う|kayou|go to and from; run; ply; go to (school; work), attend; commute; visit often; frequent; circulate; ventilate; be conveyed; be communicated|1|
火曜日|kayoubi|Tuesday|1|
空 の|kara no|empty; hollow; vacant|1|
辛い|karai|pungent; spicy; bitter; acrid; dry (wine); salty; briny; hard; bitter; severe; strict|1|
ガラス|garasu|[plate]  glass (Dutch  glas) r13598|1|
体|karada|one's body; physique; constitution; build; health; oneself; person|1|
借りる|kariru|borrow; hire; rent; get a loan|1|
軽い|karui|light  (not heavy; not intense; not difficult; not important etc.)|1|
彼|kare|he; col. boyfriend; lover|1|
彼ら|karera|they|1|
川|kawa|river|1|
可愛い|kawaii;Q1L2|pretty; cute; lovely; nice; tiny|1|
可哀相 な|kawaisou na|poor; pitiful; pathetic; touching; sad; |1|
可哀相 に|kawaisou ni|with a pity|1|
乾かす|kawakasu|dry; desiccate|1|
渇く|kawaku|dry out; parch (esp. of one's throat)|1|
乾く|kawaku|dry up; run dry|1|
為替|kawase|money order; money transfer; [currency]  exchange|1|
代わり|kawari|substitution; substitute; deputy; proxy; compensation; instead of; though; on the other hand|1|
替わる|kawaru|be replaced; take turns|1|
代わる|kawaru|substitute; took the place of|1|
変わる|kawaru|change; be altered; undergo changes; differ; be different; be strange; be odd; move; change address|1|
考え|kangae|thought; idea; opinion; intention|1|
考える|kangaeru|think; consider; suppose; imagine; invent; intend|1|
環境|kankyou|environment; surroundings; in compounds  enviromental|1|
関係|kankei|relationship; relation; connection; reference; involvement; participation; concernment; influence; connection; sexual relations|1|
関係 する|kankei suru|be related to  smth., have a connection; concern; be involved; participate; have influence on  smth.|1|
関係 なく|kankei naku|regardless of  smth.|1|
観光|kankou|sight  seeing; tourism|1|
看護婦|kangofu|[hospital]  nurse|1|
感じ|kanji|feeling; sense; impression|1|
漢字|kanji|Chinese character; kanji|1|
感謝|kansha|thanks; gratitude; appreciation; |1|
感謝 する|kansha suru|thank; express one's gratitude|1|
感じる|kanjiru|feel; experience; be conscious of; be impressed|1|
感心|kanshin|admiration; |1|
感心 な|kanshin na|admirable; praiseworthy; laudable; |1|
感心 する|kanshin suru|admire; be deeply impressed with  smth.; |1|
感心 して|kanshin shite|with admiration; admiringly|1|
完全|kanzen|perfection; completeness; |1|
完全 な|kanzen na|perfect; complete; absolute; finished; |1|
完全 に|kanzen ni|completely; entirely; thoroughly; |1|
完全 に する|kanzen ni suru|bring to perfection|1|
簡単 な|kantan na|simple; easy; light; consise; |1|
簡単 に|kantan ni|simply; briefly|1|
頑張る|ganbaru|persist; stand firm; hold out; try one's best|1|
看板|kanban|sign [board]; doorplate; poster; placard; fig. appearance; look; disguise; *=33 under the cloak of  smth., in the disguise of  smth.; fig. frontman; figurehead; dummy; fig. feature; highlight; policy; fig. attraction; draw; closing time|1|
完璧|kanpeki|perfection; |1|
完璧 な|kanpeki na|perfect; flawless; impeccable|1|
缶詰[め]|kandume|canned (tinned) goods; fig. confinement; |1|
缶詰[め] に する|kandume ni suru|can; tin; confine; coop up; |1|
缶詰[め] に なる|kandume ni naru|be cooped up|1|
気|ki|air; vapor; gas; literal or fig. atmosphere; spirit; mind; feeling; mood; numerous bound meanings|1|
木|ki|tree; wood; timber; lumber; [wooden]  clappers (in Japanese theater)|1|
木 の|ki no|wooden|1|
黄色い|kiiroi|yellow|1|
消える|kieru|be extinguished; die out; melt away; thaw; disappear; vanish|1|
記憶|kioku|memory; memorization; |1|
記憶 する|kioku suru|remember; memorize|1|
機会|kikai|opportunity; chance; occasion|1|
機械|kikai|machine; machinery; mechanism|1|
期間|kikan|term; period  [of time]|1|
聞く|kiku|hear; obey; follow; inquire; ask|1|
危険|kiken|danger; risk; peril; hazard; |1|
危険 な|kiken na|dangerous; risky|1|
期限|kigen|term; period  [of time]; deadline; time limit|1|
機嫌|kigen|[state of]  one's health; mood; humor; temper|1|
気候|kikou|climate; weather|1|
聞こえる|kikoeru|be heard; be audible; sound; ring; seem; be known; be famed; be reasonable|1|
帰国|kikoku|return to one's country|1|
岸|kishi|shore; bank; coast; beach|1|
汽車|kisha|[steam]  train|1|
記者|kisha|journalist; reporter|1|
技術|gijutsu|technique; art; skill; technology|1|
傷|kizu|wound; injury; bruise; scratch; crack; defect; flaw; blemish; fault|1|
季節|kisetsu|season; time of the year|1|
規則|kisoku|rules; regulations|1|
北|kita|north; |1|
北 の|kita no|northern|1|
ギタア|gitaa|guitar|1|
期待|kitai|expectation; anticipation; |1|
期待 する|kitai suru|expect; anticipate; hope for  smth.|1|
汚い|kitanai|dirty; filthy; soiled; indecent; sordid; obscene; vulgar; stingy|1|
喫茶店|kissaten|tea house; coffee shop|1|
切手|kitte|[postage]  stamp|1|
切符|kippu|ticket|1|
絹|kinu|silk; |1|
絹 の|kinu no|[made of]  silk|1|
記念|kinen|commemoration; memory; |1|
記念 する|kinen suru|commemorate|1|
昨日|kinou;sakujitsu|yesterday|1|
厳しい|kibishii|severe; strict; stern; intense|1|
気分|kibun|feeling; mood; humor; state of mind|1|
希望|kibou|hope; wish; aspiration; |1|
希望 する|kibou suru|hope; |1|
希望 の ない|kibou no nai|hopeless|1|
基本|kihon|foundation; basis; standard; in compounds  basic; fundamental|1|
決まる|kimaru|be decided; be settled; be arranged|1|
決まる に|kimaru ni|be certain; be a matter of course|1|
君|kimi|you (singular familiar pronoun); obs. sovereign; emperor|1|
君 の|kimi no|your|1|
義務|gimu|duty; obligation; responsibility; |1|
義務 と して|gimu to shite|as a matter of duty; in compounds  compulsory; obligatory|1|
決める|kimeru|decide; fix; settle; determine|1|
気持|kimochi|feeling; sensation; mood; state of mind; |1|
気持 に なる|kimochi ni naru|feel (in a certain way)|1|
着物|kimono|kimono; clothes|1|
疑問|gimon|question; problem; doubt; |1|
疑問 の|gimon no|questionable; doubtful|1|
客|kyaku|guest; visitor; customer; client; passenger|1|
逆|gyaku|contrariness; reverse; inverse; |1|
逆 に|gyaku ni|inversely; contrariwise|1|
急|kyuu|urgency; suddenness; emergency; crisis|1|
急 な|kyuu na|urgent; sudden; steep|1|
九|kyuu;ku|nine|1|
休暇|kyuuka|holiday; vacation; day off|1|
休業|kyuugyou|suspension of business; shutdown; holiday; |1|
休憩|kyuukei|rest; break; recess; time  out|1|
急行 の|kyuukou no|fast; express; |1|
急行 する|kyuukou suru|hasten; rush|1|
急行|kyuukou|express; fast train|1|
休日|kyuujitsu|holiday; day off|1|
牛乳|gyuunyuu|[cow's]  milk|1|
給料|kyuuryou|pay; salary; wages|1|
今日|kyou;konnichi|today; this day|1|
教育|kyouiku|education; teaching; upbringing|1|
教会|kyoukai|church|1|
教科書|kyoukasho|textbook|1|
競技|kyougi|sports  competition; race; match|1|
教師|kyoushi|teacher; |1|
教師 お する|kyoushi o suru|teach; be a teacher|1|
教室|kyoushitsu|classroom; schoolroom|1|
教授|kyouju|teaching; instruction; lessons; professor|1|
競争|kyousou|competition; contest; rivalry; |1|
競争 する|kyousou suru|compete; contend; rival; vie|1|
兄弟|kyoudai;keitei|brother; brothers  [and sisters], siblings; |1|
兄弟 の|kyoudai;keitei no|brotherly|1|
興味|kyoumi|interest; |1|
興味 の ある|kyoumi no aru|interesting|1|
協力|kyouryoku|cooperation; collaboration; |1|
協力 する|kyouryoku suru|cooperate; work together|1|
許可|kyoka|permission; approval; sanction; admission; license; |1|
許可 する|kyoka suru|permit; approve; sanction; admit|1|
曲|kyoku|piece of music; composition; melody; pleasure; interest; injustice; fault|1|
去年|kyonen|last year|1|
距離|kyori|distance; interval|1|
嫌い|kirai|dislike; antipathy; tinge; touch; suspicion|1|
嫌い な|kirai na|distasteful; repugnant; |1|
嫌い で ある|kirai de aru|dislike; hate|1|
嫌う|kirau|dislike; hate|1|
切る|kiru|cut; slice; cut down (trees); cut  smb. with a sword; trim; prune; shear; break off; turn off; cut the connection; cut one's way; cross (a road etc.); shuffle (a pack of cards); turn (the wheel of a car); drain (water); discount; criticize|1|
着る|kiru|put on; dress; don; wear; take (the blame)|1|
奇麗 な|kirei na|beautiful; pretty; good  looking; clean; neat; tidy; fig. fair; clean|1|
奇麗 に|kirei ni|clean; completely; entirely; all|1|
キロ|kiro|kilometer; kilogram; kilowatt; kiloampere; kilocalorie etc.|1|
記録|kiroku|recording; record; document; minutes; archives; annals; sports  record|1|
記録 する|kiroku suru|record; write down; register|1|
議論|giron|argument; controversy; discussion; debate; |1|
議論 する|giron suru|argue; dispute; |1|
議論 の ある|giron no aru|debatable; controversial|1|
極めて|kiwamete|extremely; very|1|
気を付ける|kiwotsukeru|be careful; pay attention; look out|1|
金|kin|gold; abbrev. Friday; shogi  the Gold|1|
銀|gin|silver; shogi  the Silver|1|
禁煙|kin'en|prohibition of smoking; |1|
禁煙 する|kin'en suru|give up smoking|1|
銀行|ginkou|bank|1|
禁止|kinshi|prohibition; |1|
禁止 する|kinshi suru|prohibit; forbid; ban|1|
近所|kinjo|neighborhood; vicinity; |1|
近所 の|kinjo no|neighboring; nearby|1|
金属|kinzoku|metal; |1|
金属 の|kinzoku no|metallic|1|
金曜日|kin'youbi|Friday|1|
気付く|kiduku|notice; find out; become aware of  smth.|1|
具合|guai|condition; state; health; one's general condition; convenience; suitability; manner; way; fashion|1|
空気|kuuki|air; atmosphere (also fig.); |1|
空気 の|kuuki no|air; aerial; pneumatic; atmospheric|1|
空港|kuukou|airport|1|
偶然|guuzen|coincidence; chance; fortuity; |1|
偶然 に|guuzen ni|by chance; by coincidence; accidentally; |1|
偶然 の|guuzen no|chance; coincidental; unexpected|1|
九月|kugatsu|September|1|
草|kusa|grass; weed|1|
臭い|kusai|stinking; ill  smelling; suspicious; fishy; hammy; unnatural|1|
腐る|kusaru|rot; sour; decay; spoil; feel depressed; feel blue|1|
崩す|kuzusu|destroy; demolish; pull down; put in disorder; simplify (the shape of a kanji); break; change (money); cut (the price)|1|
薬|kusuri|medicine; drug; remedy; fig. benefit; enamel; glaze; gunpowder; petty bribe; with neg. trifle; a bit|1|
薬 の|kusuri no|medicinal; beneficial; good|1|
崩れる|kuzureru|crumble; collapse; break; cave in; get out of shape; get worse; drop; decline; slump; sag; be changeable (money); fester; ulcerate|1|
癖|kuse|habit; peculiarity; trait; weakness; curliness; kinkiness; mannerism; affectation|1|
下さい|kudasai|please (imperative form of  )|1|
下す|kudasu|let (bring; move) down; lower; give (to an inferior), grant; bestow; give (a command); issue (orders); pass (judgement), hand down (a decision); have loose bowels; do  smth. with one's own hands|1|
果物|kudamono|fruit [s]|1|
下る|kudaru|go (come; get) down; drop; be less (below; inferior); go down (away from the capital); be given; be issued (as of an order etc.); have loose bowels; retire; leave one's post; surrender; deteriorate|1|
口|kuchi|mouth; lips; speech; words; one's taste; mouth to feed; aperture; nozzle; plug; stopper; entrance; exit; beginning; job; position; vacancy; share; lot; kind; sort|1|
口 に する|kuchi ni suru|taste; eat; have; take; speak of  smth., mention; |1|
口 で|kuchi de|by word of mouth; orally|1|
唇|kuchibiru|lips; lip|1|
靴|kutsu|boots; shoes|1|
靴下|kutsushita|socks; stockings|1|
国|kuni|country; state; nation; land; homeland; native country; obs. province (in Japan)|1|
配る|kubaru|distribute; pass out; send out; pay (attention)|1|
首|kubi|neck; head; narrow part|1|
首 に する|kubi ni suru|dismiss; fire; sack; |1|
